Country,Region,Year,pm2.5
India,South-East Asia (LMIC),2012,42
India,South-East Asia (LMIC),2012,55
India,South-East Asia (LMIC),2012,31
India,South-East Asia (LMIC),2013,33
India,South-East Asia (LMIC),2014,34
India,South-East Asia (LMIC),2015,30
India,South-East Asia (LMIC),2016,84
India,South-East Asia (LMIC),2012,44
India,South-East Asia (LMIC),2012,43
India,South-East Asia (LMIC),2012,28
India,South-East Asia (LMIC),2012,51
India,South-East Asia (LMIC),2013,47
India,South-East Asia (LMIC),2014,40
India,South-East Asia (LMIC),2015,42
India,South-East Asia (LMIC),2014,40
India,South-East Asia (LMIC),2015,36
India,South-East Asia (LMIC),2016,41
India,South-East Asia (LMIC),2012,47
India,South-East Asia (LMIC),2012,33
India,South-East Asia (LMIC),2012,73
India,South-East Asia (LMIC),2012,36
India,South-East Asia (LMIC),2015,54
India,South-East Asia (LMIC),2016,55
India,South-East Asia (LMIC),2012,43
India,South-East Asia (LMIC),2012,12
India,South-East Asia (LMIC),2015,82
India,South-East Asia (LMIC),2016,101
India,South-East Asia (LMIC),2016,144
India,South-East Asia (LMIC),2012,22
India,South-East Asia (LMIC),2012,48
India,South-East Asia (LMIC),2013,47
India,South-East Asia (LMIC),2014,50
India,South-East Asia (LMIC),2015,50
India,South-East Asia (LMIC),2016,50
India,South-East Asia (LMIC),2012,87
India,South-East Asia (LMIC),2012,144
India,South-East Asia (LMIC),2012,53
India,South-East Asia (LMIC),2012,44
India,South-East Asia (LMIC),2012,67
India,South-East Asia (LMIC),2012,29
India,South-East Asia (LMIC),2012,58
India,South-East Asia (LMIC),2012,52
India,South-East Asia (LMIC),2012,32
India,South-East Asia (LMIC),2012,28
India,South-East Asia (LMIC),2012,43
India,South-East Asia (LMIC),2012,35
India,South-East Asia (LMIC),2012,31
India,South-East Asia (LMIC),2012,58
India,South-East Asia (LMIC),2012,48
India,South-East Asia (LMIC),2012,34
India,South-East Asia (LMIC),2016,39
India,South-East Asia (LMIC),2015,73
India,South-East Asia (LMIC),2016,113
India,South-East Asia (LMIC),2011,30
India,South-East Asia (LMIC),2012,52
India,South-East Asia (LMIC),2015,37
India,South-East Asia (LMIC),2016,33
India,South-East Asia (LMIC),2012,39
India,South-East Asia (LMIC),2012,29
India,South-East Asia (LMIC),2012,30
India,South-East Asia (LMIC),2014,34
India,South-East Asia (LMIC),2012,37
India,South-East Asia (LMIC),2012,40
India,South-East Asia (LMIC),2015,24
India,South-East Asia (LMIC),2016,35
India,South-East Asia (LMIC),2012,28
India,South-East Asia (LMIC),2015,47
India,South-East Asia (LMIC),2016,41
India,South-East Asia (LMIC),2012,43
India,South-East Asia (LMIC),2012,55
India,South-East Asia (LMIC),2012,54
India,South-East Asia (LMIC),2013,217
India,South-East Asia (LMIC),2014,180
India,South-East Asia (LMIC),2015,115
India,South-East Asia (LMIC),2016,146
India,South-East Asia (LMIC),2012,35
India,South-East Asia (LMIC),2015,33
India,South-East Asia (LMIC),2016,34
India,South-East Asia (LMIC),2012,26
Ireland,Europe (HIC),2013,8
Ireland,Europe (HIC),2013,9
Ireland,Europe (HIC),2014,8
Ireland,Europe (HIC),2015,8
Ireland,Europe (HIC),2016,7
Ireland,Europe (HIC),2013,13
Ireland,Europe (HIC),2013,10
Ireland,Europe (HIC),2013,11
Ireland,Europe (HIC),2014,13
Ireland,Europe (HIC),2015,7
Ireland,Europe (HIC),2016,7
Ireland,Europe (HIC),2013,11
Ireland,Europe (HIC),2014,9
Ireland,Europe (HIC),2015,8
Ireland,Europe (HIC),2016,9
Ireland,Europe (HIC),2014,9
Ireland,Europe (HIC),2015,9
Ireland,Europe (HIC),2016,9
Ireland,Europe (HIC),2013,10
Ireland,Europe (HIC),2013,11
Ireland,Europe (HIC),2014,12
Ireland,Europe (HIC),2015,12
Ireland,Europe (HIC),2016,12
Ireland,Europe (HIC),2013,14
Ireland,Europe (HIC),2015,10
Ireland,Europe (HIC),2016,10
Ireland,Europe (HIC),2016,8
Ireland,Europe (HIC),2013,10
Ireland,Europe (HIC),2014,14
Ireland,Europe (HIC),2016,12
Ireland,Europe (HIC),2013,15
Ireland,Europe (HIC),2016,12
Ireland,Europe (HIC),2014,4
Ireland,Europe (HIC),2013,8
Ireland,Europe (HIC),2014,5
Ireland,Europe (HIC),2015,6
Ireland,Europe (HIC),2016,6
Ireland,Europe (HIC),2013,7
Ireland,Europe (HIC),2014,6
Ireland,Europe (HIC),2015,6
Ireland,Europe (HIC),2016,6
Ireland,Europe (HIC),2013,10
Ireland,Europe (HIC),2014,9
Ireland,Europe (HIC),2015,9
Ireland,Europe (HIC),2016,8
Ireland,Europe (HIC),2013,16
Ireland,Europe (HIC),2016,12
Ireland,Europe (HIC),2013,14
Ireland,Europe (HIC),2015,7
Iran (Islamic Republic of),Eastern Mediterranean (LMIC),2016,32
Iran (Islamic Republic of),Eastern Mediterranean (LMIC),2012,91
Iran (Islamic Republic of),Eastern Mediterranean (LMIC),2013,86
Iran (Islamic Republic of),Eastern Mediterranean (LMIC),2016,58
Iran (Islamic Republic of),Eastern Mediterranean (LMIC),2012,9
Iran (Islamic Republic of),Eastern Mediterranean (LMIC),2016,31
Iran (Islamic Republic of),Eastern Mediterranean (LMIC),2016,32
Iran (Islamic Republic of),Eastern Mediterranean (LMIC),2016,55
Iran (Islamic Republic of),Eastern Mediterranean (LMIC),2016,46
Iran (Islamic Republic of),Eastern Mediterranean (LMIC),2016,15
Iran (Islamic Republic of),Eastern Mediterranean (LMIC),2010,32
Iran (Islamic Republic of),Eastern Mediterranean (LMIC),2010,105
Iran (Islamic Republic of),Eastern Mediterranean (LMIC),2016,28
Iran (Islamic Republic of),Eastern Mediterranean (LMIC),2016,17
Iran (Islamic Republic of),Eastern Mediterranean (LMIC),2016,46
Iran (Islamic Republic of),Eastern Mediterranean (LMIC),2016,44
Iran (Islamic Republic of),Eastern Mediterranean (LMIC),2016,22
Iran (Islamic Republic of),Eastern Mediterranean (LMIC),2012,45
Iran (Islamic Republic of),Eastern Mediterranean (LMIC),2013,41
Iran (Islamic Republic of),Eastern Mediterranean (LMIC),2014,31
Iran (Islamic Republic of),Eastern Mediterranean (LMIC),2016,32
Iran (Islamic Republic of),Eastern Mediterranean (LMIC),2012,100
Iran (Islamic Republic of),Eastern Mediterranean (LMIC),2013,58
Iran (Islamic Republic of),Eastern Mediterranean (LMIC),2016,56
Iran (Islamic Republic of),Eastern Mediterranean (LMIC),2012,18
Iran (Islamic Republic of),Eastern Mediterranean (LMIC),2013,20
Iran (Islamic Republic of),Eastern Mediterranean (LMIC),2014,26
Iran (Islamic Republic of),Eastern Mediterranean (LMIC),2016,21
Iran (Islamic Republic of),Eastern Mediterranean (LMIC),2016,35
Iran (Islamic Republic of),Eastern Mediterranean (LMIC),2016,27
Iran (Islamic Republic of),Eastern Mediterranean (LMIC),2012,26
Iran (Islamic Republic of),Eastern Mediterranean (LMIC),2013,66
Iran (Islamic Republic of),Eastern Mediterranean (LMIC),2013,21
Iran (Islamic Republic of),Eastern Mediterranean (LMIC),2016,37
Iran (Islamic Republic of),Eastern Mediterranean (LMIC),2016,34
Iran (Islamic Republic of),Eastern Mediterranean (LMIC),2016,30
Iran (Islamic Republic of),Eastern Mediterranean (LMIC),2016,21
Iran (Islamic Republic of),Eastern Mediterranean (LMIC),2016,42
Iran (Islamic Republic of),Eastern Mediterranean (LMIC),2016,30
Iran (Islamic Republic of),Eastern Mediterranean (LMIC),2012,31
Iran (Islamic Republic of),Eastern Mediterranean (LMIC),2013,20
Iran (Islamic Republic of),Eastern Mediterranean (LMIC),2016,26
Iran (Islamic Republic of),Eastern Mediterranean (LMIC),2016,32
Iran (Islamic Republic of),Eastern Mediterranean (LMIC),2016,28
Iran (Islamic Republic of),Eastern Mediterranean (LMIC),2016,33
Iran (Islamic Republic of),Eastern Mediterranean (LMIC),2016,23
Iran (Islamic Republic of),Eastern Mediterranean (LMIC),2012,14
Iran (Islamic Republic of),Eastern Mediterranean (LMIC),2016,30
Iran (Islamic Republic of),Eastern Mediterranean (LMIC),2016,44
Iran (Islamic Republic of),Eastern Mediterranean (LMIC),2016,28
Iran (Islamic Republic of),Eastern Mediterranean (LMIC),2016,20
Iran (Islamic Republic of),Eastern Mediterranean (LMIC),2016,29
Iran (Islamic Republic of),Eastern Mediterranean (LMIC),2016,31
Iran (Islamic Republic of),Eastern Mediterranean (LMIC),2012,38
Iran (Islamic Republic of),Eastern Mediterranean (LMIC),2013,80
Iran (Islamic Republic of),Eastern Mediterranean (LMIC),2014,40
Iran (Islamic Republic of),Eastern Mediterranean (LMIC),2016,33
Iran (Islamic Republic of),Eastern Mediterranean (LMIC),2016,15
Iran (Islamic Republic of),Eastern Mediterranean (LMIC),2016,27
Iran (Islamic Republic of),Eastern Mediterranean (LMIC),2013,18
Iran (Islamic Republic of),Eastern Mediterranean (LMIC),2016,21
Iran (Islamic Republic of),Eastern Mediterranean (LMIC),2013,45
Iran (Islamic Republic of),Eastern Mediterranean (LMIC),2016,28
Iran (Islamic Republic of),Eastern Mediterranean (LMIC),2010,41
Iran (Islamic Republic of),Eastern Mediterranean (LMIC),2016,28
Iran (Islamic Republic of),Eastern Mediterranean (LMIC),2012,37
Iran (Islamic Republic of),Eastern Mediterranean (LMIC),2016,32
Iran (Islamic Republic of),Eastern Mediterranean (LMIC),2012,27
Iran (Islamic Republic of),Eastern Mediterranean (LMIC),2013,26
Iran (Islamic Republic of),Eastern Mediterranean (LMIC),2014,21
Iran (Islamic Republic of),Eastern Mediterranean (LMIC),2016,38
Iran (Islamic Republic of),Eastern Mediterranean (LMIC),2016,61
Iran (Islamic Republic of),Eastern Mediterranean (LMIC),2012,31
Iran (Islamic Republic of),Eastern Mediterranean (LMIC),2013,40
Iran (Islamic Republic of),Eastern Mediterranean (LMIC),2014,36
Iran (Islamic Republic of),Eastern Mediterranean (LMIC),2016,38
Iran (Islamic Republic of),Eastern Mediterranean (LMIC),2012,33
Iran (Islamic Republic of),Eastern Mediterranean (LMIC),2013,20
Iran (Islamic Republic of),Eastern Mediterranean (LMIC),2016,24
Iran (Islamic Republic of),Eastern Mediterranean (LMIC),2012,30
Iran (Islamic Republic of),Eastern Mediterranean (LMIC),2016,26
Iran (Islamic Republic of),Eastern Mediterranean (LMIC),2012,39
Iran (Islamic Republic of),Eastern Mediterranean (LMIC),2013,34
Iran (Islamic Republic of),Eastern Mediterranean (LMIC),2014,34
Iran (Islamic Republic of),Eastern Mediterranean (LMIC),2015,30
Iran (Islamic Republic of),Eastern Mediterranean (LMIC),2016,28
Iran (Islamic Republic of),Eastern Mediterranean (LMIC),2011,37
Iran (Islamic Republic of),Eastern Mediterranean (LMIC),2016,24
Iran (Islamic Republic of),Eastern Mediterranean (LMIC),2012,54
Iran (Islamic Republic of),Eastern Mediterranean (LMIC),2013,45
Iran (Islamic Republic of),Eastern Mediterranean (LMIC),2014,33
Iran (Islamic Republic of),Eastern Mediterranean (LMIC),2016,36
Iran (Islamic Republic of),Eastern Mediterranean (LMIC),2013,75
Iran (Islamic Republic of),Eastern Mediterranean (LMIC),2016,29
Iran (Islamic Republic of),Eastern Mediterranean (LMIC),2012,53
Iran (Islamic Republic of),Eastern Mediterranean (LMIC),2016,36
Iran (Islamic Republic of),Eastern Mediterranean (LMIC),2016,50
Iran (Islamic Republic of),Eastern Mediterranean (LMIC),2012,53
Iran (Islamic Republic of),Eastern Mediterranean (LMIC),2016,16
Iran (Islamic Republic of),Eastern Mediterranean (LMIC),2016,25
Iran (Islamic Republic of),Eastern Mediterranean (LMIC),2016,39
Iraq,Eastern Mediterranean (LMIC),2015,85
Iraq,Eastern Mediterranean (LMIC),2016,74
Iceland,Europe (HIC),2013,7
Iceland,Europe (HIC),2014,5
Iceland,Europe (HIC),2016,4
Iceland,Europe (HIC),2016,5
Iceland,Europe (HIC),2014,13
Iceland,Europe (HIC),2016,14
Israel,Europe (HIC),2012,18
Israel,Europe (HIC),2013,21
Israel,Europe (HIC),2014,19
Israel,Europe (HIC),2015,26
Israel,Europe (HIC),2014,23
Israel,Europe (HIC),2012,22
Israel,Europe (HIC),2013,22
Israel,Europe (HIC),2014,21
Israel,Europe (HIC),2015,23
Israel,Europe (HIC),2012,25
Israel,Europe (HIC),2013,27
Israel,Europe (HIC),2014,18
Israel,Europe (HIC),2015,19
Israel,Europe (HIC),2012,18
Israel,Europe (HIC),2013,21
Israel,Europe (HIC),2014,17
Israel,Europe (HIC),2015,24
Israel,Europe (HIC),2012,24
Israel,Europe (HIC),2013,23
Israel,Europe (HIC),2014,23
Israel,Europe (HIC),2015,25
Israel,Europe (HIC),2012,22
Israel,Europe (HIC),2013,22
Israel,Europe (HIC),2014,16
Israel,Europe (HIC),2015,29
Israel,Europe (HIC),2012,28
Israel,Europe (HIC),2013,23
Israel,Europe (HIC),2014,23
Israel,Europe (HIC),2015,27
Israel,Europe (HIC),2012,17
Israel,Europe (HIC),2013,19
Israel,Europe (HIC),2014,16
Israel,Europe (HIC),2015,20
Israel,Europe (HIC),2014,23
Israel,Europe (HIC),2012,20
Israel,Europe (HIC),2013,22
Israel,Europe (HIC),2014,13
Israel,Europe (HIC),2015,14
Israel,Europe (HIC),2012,24
Israel,Europe (HIC),2013,24
Israel,Europe (HIC),2014,21
Israel,Europe (HIC),2015,25
Israel,Europe (HIC),2012,24
Israel,Europe (HIC),2013,22
Israel,Europe (HIC),2014,20
Israel,Europe (HIC),2015,32
Israel,Europe (HIC),2012,20
Israel,Europe (HIC),2013,22
Israel,Europe (HIC),2014,17
Israel,Europe (HIC),2015,29
Israel,Europe (HIC),2014,16
Israel,Europe (HIC),2012,19
Israel,Europe (HIC),2013,19
Israel,Europe (HIC),2014,17
Israel,Europe (HIC),2015,20
Israel,Europe (HIC),2013,22
Israel,Europe (HIC),2014,18
Israel,Europe (HIC),2015,22
Israel,Europe (HIC),2012,20
Israel,Europe (HIC),2013,23
Israel,Europe (HIC),2014,23
Israel,Europe (HIC),2015,28
Israel,Europe (HIC),2012,23
Israel,Europe (HIC),2013,24
Israel,Europe (HIC),2014,19
Israel,Europe (HIC),2015,23
Israel,Europe (HIC),2014,17
Israel,Europe (HIC),2014,22
Israel,Europe (HIC),2012,20
Israel,Europe (HIC),2013,21
Israel,Europe (HIC),2014,17
Israel,Europe (HIC),2015,20
Israel,Europe (HIC),2012,17
Israel,Europe (HIC),2013,24
Israel,Europe (HIC),2014,14
Israel,Europe (HIC),2015,16
Israel,Europe (HIC),2012,21
Israel,Europe (HIC),2013,22
Israel,Europe (HIC),2014,19
Israel,Europe (HIC),2015,24
Israel,Europe (HIC),2012,19
Israel,Europe (HIC),2013,21
Israel,Europe (HIC),2014,16
Israel,Europe (HIC),2015,18
Israel,Europe (HIC),2012,23
Israel,Europe (HIC),2013,25
Israel,Europe (HIC),2014,20
Israel,Europe (HIC),2015,28
Israel,Europe (HIC),2012,18
Israel,Europe (HIC),2013,19
Israel,Europe (HIC),2014,14
Israel,Europe (HIC),2015,22
Israel,Europe (HIC),2012,21
Israel,Europe (HIC),2013,22
Israel,Europe (HIC),2014,19
Israel,Europe (HIC),2015,24
Israel,Europe (HIC),2012,21
Israel,Europe (HIC),2013,20
Israel,Europe (HIC),2014,20
Israel,Europe (HIC),2015,22
Israel,Europe (HIC),2012,21
Israel,Europe (HIC),2013,19
Israel,Europe (HIC),2014,21
Israel,Europe (HIC),2015,23
Israel,Europe (HIC),2012,15
Israel,Europe (HIC),2013,16
Israel,Europe (HIC),2014,17
Israel,Europe (HIC),2012,32
Israel,Europe (HIC),2013,29
Israel,Europe (HIC),2014,24
Israel,Europe (HIC),2015,37
Israel,Europe (HIC),2014,20
Israel,Europe (HIC),2012,21
Israel,Europe (HIC),2013,21
Israel,Europe (HIC),2014,23
Israel,Europe (HIC),2012,24
Israel,Europe (HIC),2013,22
Israel,Europe (HIC),2014,17
Israel,Europe (HIC),2015,29
Israel,Europe (HIC),2012,23
Israel,Europe (HIC),2013,23
Israel,Europe (HIC),2014,21
Israel,Europe (HIC),2015,24
Israel,Europe (HIC),2012,22
Israel,Europe (HIC),2013,24
Israel,Europe (HIC),2014,22
Israel,Europe (HIC),2015,24
Israel,Europe (HIC),2012,22
Israel,Europe (HIC),2013,23
Israel,Europe (HIC),2014,21
Israel,Europe (HIC),2015,24
Israel,Europe (HIC),2014,20
Israel,Europe (HIC),2014,19
Israel,Europe (HIC),2012,20
Israel,Europe (HIC),2013,21
Israel,Europe (HIC),2014,17
Israel,Europe (HIC),2015,24
Israel,Europe (HIC),2014,17
Italy,Europe (HIC),2013,10
Italy,Europe (HIC),2014,9
Italy,Europe (HIC),2015,10
Italy,Europe (HIC),2016,9
Italy,Europe (HIC),2015,16
Italy,Europe (HIC),2016,14
Italy,Europe (HIC),2015,26
Italy,Europe (HIC),2016,24
Italy,Europe (HIC),2013,21
Italy,Europe (HIC),2014,20
Italy,Europe (HIC),2015,20
Italy,Europe (HIC),2016,19
Italy,Europe (HIC),2013,21
Italy,Europe (HIC),2014,19
Italy,Europe (HIC),2015,21
Italy,Europe (HIC),2016,18
Italy,Europe (HIC),2013,12
Italy,Europe (HIC),2014,11
Italy,Europe (HIC),2015,11
Italy,Europe (HIC),2016,11
Italy,Europe (HIC),2013,6
Italy,Europe (HIC),2014,9
Italy,Europe (HIC),2015,12
Italy,Europe (HIC),2013,27
Italy,Europe (HIC),2014,22
Italy,Europe (HIC),2015,24
Italy,Europe (HIC),2016,21
Italy,Europe (HIC),2013,24
Italy,Europe (HIC),2014,20
Italy,Europe (HIC),2015,18
Italy,Europe (HIC),2016,15
Italy,Europe (HIC),2013,13
Italy,Europe (HIC),2013,7
Italy,Europe (HIC),2014,7
Italy,Europe (HIC),2015,7
Italy,Europe (HIC),2016,8
Italy,Europe (HIC),2015,4
Italy,Europe (HIC),2016,3
Italy,Europe (HIC),2014,15
Italy,Europe (HIC),2015,14
Italy,Europe (HIC),2016,12
Italy,Europe (HIC),2013,19
Italy,Europe (HIC),2014,20
Italy,Europe (HIC),2015,20
Italy,Europe (HIC),2016,16
Italy,Europe (HIC),2014,12
Italy,Europe (HIC),2016,14
Italy,Europe (HIC),2013,15
Italy,Europe (HIC),2015,13
Italy,Europe (HIC),2016,12
Italy,Europe (HIC),2013,14
Italy,Europe (HIC),2014,14
Italy,Europe (HIC),2015,14
Italy,Europe (HIC),2016,13
Italy,Europe (HIC),2013,18
Italy,Europe (HIC),2014,13
Italy,Europe (HIC),2015,16
Italy,Europe (HIC),2016,13
Italy,Europe (HIC),2013,17
Italy,Europe (HIC),2014,16
Italy,Europe (HIC),2015,19
Italy,Europe (HIC),2016,16
Italy,Europe (HIC),2013,18
Italy,Europe (HIC),2014,14
Italy,Europe (HIC),2015,12
Italy,Europe (HIC),2016,13
Italy,Europe (HIC),2013,19
Italy,Europe (HIC),2015,22
Italy,Europe (HIC),2016,15
Italy,Europe (HIC),2013,20
Italy,Europe (HIC),2014,20
Italy,Europe (HIC),2015,22
Italy,Europe (HIC),2016,19
Italy,Europe (HIC),2015,14
Italy,Europe (HIC),2013,20
Italy,Europe (HIC),2014,20
Italy,Europe (HIC),2015,24
Italy,Europe (HIC),2013,22
Italy,Europe (HIC),2014,16
Italy,Europe (HIC),2015,24
Italy,Europe (HIC),2016,21
Italy,Europe (HIC),2015,17
Italy,Europe (HIC),2016,15
Italy,Europe (HIC),2013,16
Italy,Europe (HIC),2014,15
Italy,Europe (HIC),2015,19
Italy,Europe (HIC),2016,15
Italy,Europe (HIC),2014,13
Italy,Europe (HIC),2015,15
Italy,Europe (HIC),2016,13
Italy,Europe (HIC),2013,19
Italy,Europe (HIC),2014,17
Italy,Europe (HIC),2015,20
Italy,Europe (HIC),2016,18
Italy,Europe (HIC),2013,16
Italy,Europe (HIC),2014,14
Italy,Europe (HIC),2015,15
Italy,Europe (HIC),2016,13
Italy,Europe (HIC),2013,19
Italy,Europe (HIC),2014,19
Italy,Europe (HIC),2015,24
Italy,Europe (HIC),2013,23
Italy,Europe (HIC),2014,20
Italy,Europe (HIC),2015,26
Italy,Europe (HIC),2016,22
Italy,Europe (HIC),2013,24
Italy,Europe (HIC),2014,22
Italy,Europe (HIC),2015,24
Italy,Europe (HIC),2016,22
Italy,Europe (HIC),2013,21
Italy,Europe (HIC),2014,22
Italy,Europe (HIC),2015,27
Italy,Europe (HIC),2016,22
Italy,Europe (HIC),2013,14
Italy,Europe (HIC),2014,12
Italy,Europe (HIC),2015,16
Italy,Europe (HIC),2016,14
Italy,Europe (HIC),2013,17
Italy,Europe (HIC),2014,16
Italy,Europe (HIC),2015,19
Italy,Europe (HIC),2016,17
Italy,Europe (HIC),2013,12
Italy,Europe (HIC),2014,10
Italy,Europe (HIC),2015,11
Italy,Europe (HIC),2016,12
Italy,Europe (HIC),2013,27
Italy,Europe (HIC),2014,23
Italy,Europe (HIC),2015,26
Italy,Europe (HIC),2016,23
Italy,Europe (HIC),2014,18
Italy,Europe (HIC),2015,22
Italy,Europe (HIC),2016,21
Italy,Europe (HIC),2013,17
Italy,Europe (HIC),2014,15
Italy,Europe (HIC),2015,20
Italy,Europe (HIC),2016,18
Italy,Europe (HIC),2013,21
Italy,Europe (HIC),2014,21
Italy,Europe (HIC),2015,23
Italy,Europe (HIC),2016,20
Italy,Europe (HIC),2013,15
Italy,Europe (HIC),2014,14
Italy,Europe (HIC),2015,18
Italy,Europe (HIC),2016,17
Italy,Europe (HIC),2013,17
Italy,Europe (HIC),2014,14
Italy,Europe (HIC),2015,17
Italy,Europe (HIC),2016,15
Italy,Europe (HIC),2013,7
Italy,Europe (HIC),2014,14
Italy,Europe (HIC),2013,12
Italy,Europe (HIC),2014,11
Italy,Europe (HIC),2015,10
Italy,Europe (HIC),2016,10
Italy,Europe (HIC),2013,13
Italy,Europe (HIC),2014,13
Italy,Europe (HIC),2015,14
Italy,Europe (HIC),2016,11
Italy,Europe (HIC),2013,18
Italy,Europe (HIC),2014,16
Italy,Europe (HIC),2015,18
Italy,Europe (HIC),2016,17
Italy,Europe (HIC),2013,31
Italy,Europe (HIC),2014,23
Italy,Europe (HIC),2015,27
Italy,Europe (HIC),2016,26
Italy,Europe (HIC),2013,9
Italy,Europe (HIC),2014,8
Italy,Europe (HIC),2015,11
Italy,Europe (HIC),2016,10
Italy,Europe (HIC),2013,16
Italy,Europe (HIC),2014,16
Italy,Europe (HIC),2015,18
Italy,Europe (HIC),2016,14
Italy,Europe (HIC),2013,10
Italy,Europe (HIC),2014,10
Italy,Europe (HIC),2015,10
Italy,Europe (HIC),2016,9
Italy,Europe (HIC),2016,19
Italy,Europe (HIC),2013,20
Italy,Europe (HIC),2014,17
Italy,Europe (HIC),2015,22
Italy,Europe (HIC),2016,17
Italy,Europe (HIC),2013,11
Italy,Europe (HIC),2015,16
Italy,Europe (HIC),2016,14
